yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
19692,97.71,3.130,5.840,0.5967773337,0.0644,0.0698,0.0770,0.0623,-0.0308397580,0.04515276035,0.015050,0.0138504155,0.0128281048,0.0135746884,0.0017295466,0.0011927635,0.0397884557,-0.0290962660,-0.0372274357,NaN,1.470
19693,93.12,3.150,5.890,0.6408884625,0.0709,0.0714,0.0805,0.0677,-0.0379457697,0.04839122445,0.016100,0.0136612022,-0.0522047155,-0.0258643756,0.0041154716,0.0021746674,0.0401005108,-0.0391530006,-0.0468715700,NaN,1.370
19694,92.06,3.160,5.780,0.6510820131,0.0782,0.0772,0.0865,0.0687,-0.0341739786,0.03427378330,0.017725,0.0161725067,0.0044361213,-0.0479291945,0.0024264143,0.0008222518,0.0392965654,-0.0008184242,-0.0098344075,NaN,1.490
19701,89.63,3.170,5.630,0.6903267691,0.0663,0.0784,0.0863,0.0661,-0.0291711372,0.03584158118,0.019550,0.0132625995,0.0492926882,0.0500189657,0.0030893480,-0.0004314362,0.0384700966,-0.0176159079,-0.0261137631,NaN,1.300
19702,72.72,3.180,5.520,0.7933814171,0.0668,0.0848,0.0925,0.0709,-0.0345474162,0.04229074791,0.016575,0.0157068063,-0.0417548840,-0.0407965893,0.0124184424,-0.0002522946,0.0377101488,-0.1808950501,-0.1891331704,NaN,1.360
19703,84.21,3.190,5.360,0.7129147605,0.0612,0.0809,0.0939,0.0680,-0.0279393356,0.03794241925,0.016700,0.0103092784,0.0534220081,0.0809755684,0.0050715456,0.0008756970,0.0373679283,0.1682410373,0.1571970188,NaN,1.210
19704,92.15,3.140,5.130,0.6464263577,0.0487,0.0764,0.0912,0.0648,-0.0188749081,0.03146170745,0.015300,0.0153061224,0.0583721724,0.0872338642,0.0024640492,0.0015125012,0.0356453237,0.1061805625,0.0960875409,NaN,1.260
19711,100.31,3.110,5.220,0.6338113825,0.0338,0.0721,0.0846,0.0593,-0.0283529074,0.02639884513,0.012175,0.0050251256,0.0878360166,0.0408309243,0.0014852039,0.0021051754,0.0355603316,0.0979990954,0.0894951433,NaN,1.390
19712,99.70,3.100,5.320,0.6432210427,0.0475,0.0764,0.0875,0.0641,-0.0355241362,0.02727849826,0.008450,0.0150000000,-0.0443237800,-0.0290407644,0.0017713708,0.0013777546,0.0356679188,0.0008769497,-0.0068044132,NaN,1.460
19713,98.34,3.090,5.430,0.6460848296,0.0469,0.0744,0.0859,0.0598,-0.0340751258,0.02793441690,0.011875,0.0049261084,0.0716662225,0.0420233327,0.0034939212,0.0011670679,0.0354464836,-0.0055426485,-0.0132264751,NaN,1.320
19714,102.09,3.070,5.700,0.6439002471,0.0401,0.0725,0.0838,0.0597,-0.0331567886,0.03402335865,0.011725,0.0073529412,0.0163739646,0.0541771337,0.0037111756,0.0022538795,0.0357976095,0.0472506260,0.0387254318,NaN,1.530
19721,107.20,3.070,5.810,0.6459019879,0.0373,0.0724,0.0824,0.0613,-0.0418406202,0.03172318251,0.010025,0.0072992701,-0.0057754854,0.0097823653,0.0013237135,0.0022397228,0.0365431633,0.0575657735,0.0500826233,NaN,1.500
19722,107.14,3.070,5.970,0.6540154785,0.0391,0.0723,0.0820,0.0607,-0.0365410076,0.03419938946,0.009325,0.0072463768,0.0230793761,0.0129220221,0.0015177953,0.0015414101,0.0367161674,0.0069029565,-0.0003385253,NaN,1.620
19723,110.55,3.080,6.140,0.6373850011,0.0466,0.0722,0.0809,0.0606,-0.0327576080,0.03286977451,0.009775,0.0095923261,0.0160587701,0.0133532870,0.0016561977,0.0008839673,0.0368229998,0.0393806853,0.0321662552,NaN,1.490
19724,118.05,3.150,6.420,0.5956745946,0.0507,0.0708,0.0793,0.0599,-0.0463559939,0.03420348373,0.011650,0.0095011876,0.0225633296,0.0348373894,0.0018638951,0.0003114465,0.0381357877,0.0762284402,0.0684228179,NaN,1.810
19731,111.52,3.170,6.800,0.6760181281,0.0609,0.0729,0.0803,0.0686,-0.0454172425,0.03670614929,0.012675,0.0188235294,-0.0227970485,0.0013735741,0.0033377629,-0.0006958590,0.0392192138,-0.0510418271,-0.0575560826,NaN,1.880
19732,104.26,3.220,7.230,0.7209743078,0.0719,0.0737,0.0813,0.0710,-0.0450105884,0.03901339847,0.015225,0.0207852194,-0.0080358086,-0.0034359768,0.0067596639,0.0007439782,0.0401070458,-0.0583563167,-0.0655886717,NaN,2.050
19733,108.43,3.270,7.690,0.6788089959,0.0829,0.0763,0.0863,0.0703,-0.0424671181,0.03436122565,0.017975,0.0226244344,0.0257195716,0.0214179137,0.0038984549,-0.0000545824,0.0401193486,0.0488368263,0.0408282601,NaN,1.950
19734,97.55,3.380,8.160,0.7555884634,0.0745,0.0768,0.0848,0.0726,-0.0456057808,0.01300739512,0.020725,0.0221238938,-0.0054164637,-0.0077617018,0.0110728312,-0.0006401994,0.0398188183,-0.0908922975,-0.0997876280,NaN,2.280
19741,93.98,3.440,8.360,0.8151840129,0.0796,0.0801,0.0862,0.0783,-0.0420897806,0.01039993606,0.018625,0.0346320346,-0.0395682217,-0.0349695436,0.0069811143,-0.0011670985,0.0391968537,-0.0278281214,-0.0362515291,NaN,2.080
19742,86.00,3.500,8.740,0.8601587717,0.0790,0.0847,0.0927,0.0812,-0.0358894526,0.00802816950,0.019900,0.0251046025,-0.0088710904,-0.0517752456,0.0061282923,-0.0016917665,0.0385818033,-0.0755341614,-0.0847271050,NaN,2.430
19743,63.54,3.590,9.110,1.1354401435,0.0806,0.0924,0.1018,0.0837,-0.0309011386,0.00513747919,0.019750,0.0326530612,-0.0019757282,-0.0307581406,0.0175202546,-0.0017001444,0.0376763610,-0.2521542780,-0.2614955513,NaN,2.320
19744,68.56,3.600,8.890,1.1200181747,0.0715,0.0889,0.1063,0.0760,-0.0252374066,0.00877157396,0.020150,0.0256916996,0.0983078576,0.0929761841,0.0174131745,-0.0008304879,0.0362270024,0.0946554471,0.0797496532,NaN,2.060
19751,83.36,3.670,8.450,0.9724663152,0.0549,0.0867,0.1048,0.0824,-0.0166109387,0.02046695018,0.017875,0.0154142582,0.0082363602,0.0475858420,0.0085988534,-0.0007042916,0.0337810116,0.2282113319,0.2147262397,NaN,1.640
19752,95.19,3.710,7.960,0.8498390198,0.0534,0.0877,0.1062,0.0813,-0.0170238841,0.02296169605,0.013725,0.0170777989,0.0318904935,0.0359073644,0.0054743053,-0.0008054238,0.0326822952,0.1541346247,0.1427247004,NaN,1.940
19753,83.87,3.710,7.760,0.9409482541,0.0642,0.0895,0.1061,0.0862,-0.0161892277,0.02791952339,0.013350,0.0186567164,-0.0250895198,-0.0327898615,0.0058921649,-0.0014922567,0.0327787943,-0.1098064632,-0.1190364151,NaN,2.120
19754,90.19,3.680,7.960,0.8763388510,0.0544,0.0879,0.1056,0.0805,-0.0165885930,0.02371196556,0.016050,0.0164835165,0.0764894577,0.0922471505,0.0042980669,-0.0004651156,0.0329138390,0.0853944736,0.0742485915,NaN,2.260
19761,102.77,3.690,8.660,0.7840312172,0.0500,0.0852,0.1012,0.0792,-0.0192118376,0.01507213130,0.013600,0.0072072072,0.0321090463,0.0421324252,0.0044654375,-0.0004387984,0.0333549777,0.1500464766,0.1395828927,NaN,2.340
19762,104.28,3.760,9.250,0.7814276312,0.0541,0.0862,0.0989,0.0807,-0.0177138092,0.01892503132,0.012500,0.0161001789,0.0064797684,0.0030386818,0.0029151841,-0.0012775825,0.0335178601,0.0255352061,0.0155160261,NaN,2.530
19763,105.24,3.850,9.550,0.7913632737,0.0508,0.0838,0.0940,0.0781,-0.0162348205,0.02378265747,0.013525,0.0140845070,0.0439860164,0.0556845380,0.0021223628,-0.0014566973,0.0339614714,0.0186693719,0.0089724785,NaN,2.420
19764,107.46,4.050,9.910,0.7799731250,0.0435,0.0798,0.0912,0.0721,-0.0113344650,0.02856655430,0.012700,0.0104166667,0.0766772817,0.0751808785,0.0029641456,-0.0011227041,0.0343102747,0.0314023448,0.0201490714,NaN,2.620
19771,98.42,4.190,10.080,0.8684299283,0.0460,0.0810,0.0912,0.0772,-0.0066449055,0.03033835718,0.010875,0.0223367698,-0.0348058199,-0.0231424504,0.0016960383,-0.0017320885,0.0352322375,-0.0762109378,-0.0859152805,NaN,2.510
19772,100.48,4.360,10.420,0.8711120812,0.0502,0.0795,0.0891,0.0754,-0.0152443120,0.03194109961,0.011500,0.0201680672,0.0364116455,0.0385683550,0.0021830176,-0.0015935849,0.0358394498,0.0326538094,0.0205744513,NaN,2.870
19773,96.53,4.500,10.710,0.9422625161,0.0581,0.0792,0.0880,0.0764,-0.0179845876,0.03236758661,0.012550,0.0115321252,0.0097246819,0.0108643950,0.0016403505,-0.0018026906,0.0361623908,-0.0283750260,-0.0394460663,NaN,2.710
19774,95.10,4.670,10.890,0.9603330245,0.0607,0.0819,0.0899,0.0803,-0.0185476757,0.03047539917,0.014525,0.0114006515,-0.0168850370,-0.0082470866,0.0027403468,-0.0018338899,0.0368514349,-0.0012427327,-0.0145272250,NaN,2.800
19781,89.21,4.800,10.920,1.1114925531,0.0629,0.0847,0.0922,0.0831,-0.0127570053,0.02756959843,0.015175,0.0209339775,-0.0096872333,0.0003384594,0.0022008017,-0.0013817078,0.0367390211,-0.0510360086,-0.0637259210,NaN,2.540
19782,95.53,4.910,11.230,1.0279015813,0.0673,0.0876,0.0960,0.0865,-0.0121963789,0.01652346475,0.015725,0.0283911672,-0.0124580580,-0.0108052329,0.0038536503,-0.0018349394,0.0391258402,0.0856029849,0.0717129725,NaN,3.180
19783,102.54,5.020,11.570,0.9722575131,0.0785,0.0869,0.0942,0.0860,-0.0167692663,0.01270390609,0.016825,0.0199386503,0.0254257756,0.0310864841,0.0028001445,-0.0025993048,0.0398900490,0.0868909214,0.0739957558,NaN,3.050
19784,96.11,5.070,12.330,1.0457012956,0.0908,0.0916,0.0994,0.0898,-0.0184590374,0.01485055220,0.019625,0.0180451128,-0.0144587860,-0.0205766165,0.0069465424,-0.0015481539,0.0405745377,-0.0496539070,-0.0633013126,NaN,3.560
19791,101.59,5.200,13.300,1.0330789394,0.0948,0.0937,0.1026,0.0902,-0.0191410000,0.01167030772,0.022700,0.0310192024,0.0183110637,0.0160213435,0.0026159272,-0.0013499220,0.0408717224,0.0709214155,0.0566379591,NaN,3.510
19792,102.91,5.340,13.980,1.0578636072,0.0906,0.0929,0.1038,0.0877,-0.0112505380,0.01206837711,0.023700,0.0358166189,0.0461619788,0.0448516907,0.0021425432,-0.0013276842,0.0401944028,0.0271063198,0.0127362348,NaN,3.860
19793,109.32,5.510,14.630,1.0137949874,0.1026,0.0944,0.1054,0.0927,-0.0145703132,0.00940392368,0.022650,0.0318118949,-0.0240242129,-0.0203570767,0.0024472309,-0.0014195561,0.0407626360,0.0761832558,0.0625498705,NaN,3.700
19794,107.94,5.650,14.860,1.0619500680,0.1204,0.1074,0.1206,0.1012,-0.0087574916,0.01051446470,0.025650,0.0281501340,-0.0502325184,-0.0788330214,0.0046173221,-0.0003711309,0.0402395372,0.0017990422,-0.0124841856,NaN,3.790
19801,102.09,5.800,15.290,1.0937321031,0.1520,0.1296,0.1445,0.1239,-0.0040627519,0.01187744509,0.030100,0.0443285528,-0.1451433348,-0.1321251434,0.0084259178,-0.0004846084,0.0400672470,-0.0396877881,-0.0523718444,NaN,3.940
19802,114.24,5.940,14.940,0.9901834270,0.0707,0.1058,0.1271,0.1006,-0.0083175494,0.01530438748,0.038000,0.0324594257,0.2436822412,0.2422701210,0.0056263507,0.0004203133,0.0376477277,0.1330128069,0.1176605053,NaN,3.510
19803,125.46,6.070,14.640,0.9216876515,0.1027,0.1202,0.1370,0.1185,-0.0122953707,0.02379603947,0.017675,0.0157194680,-0.1126185956,-0.1071648145,0.0057283951,0.0007654027,0.0374214959,0.1128131994,0.0990233113,NaN,3.400
19804,135.76,6.160,14.820,0.8915030239,0.1549,0.1321,0.1514,0.1199,-0.0073714920,0.02681637541,0.025675,0.0273809524,0.0180539824,0.0102201397,0.0075612441,0.0010201575,0.0377346843,0.0950698807,0.0823328351,NaN,3.970
19811,136.00,6.280,14.580,0.9249205574,0.1336,0.1333,0.1534,0.1248,-0.0084043571,0.02793929798,0.038725,0.0254924681,-0.0181925404,-0.0096803143,0.0052042882,0.0004488745,0.0380171887,0.0143781247,0.0021353708,NaN,3.700
19812,131.21,6.390,15.010,0.9504749816,0.1473,0.1375,0.1580,0.1304,-0.0041099115,0.02789343645,0.033400,0.0237288136,-0.0108504469,-0.0197260938,0.0027492334,-0.0000570271,0.0382928610,-0.0219452064,-0.0339884278,NaN,3.940
19813,116.18,6.520,15.270,1.0923786442,0.1470,0.1549,0.1692,0.1482,-0.0136330157,0.02148337008,0.036825,0.0286975717,-0.0859856274,-0.0889153097,0.0056891007,-0.0005421827,0.0386675091,-0.1025628054,-0.1145916329,NaN,3.660
19814,122.55,6.630,15.360,1.0611428571,0.1085,0.1423,0.1655,0.1334,-0.0091674981,0.01190964641,0.036750,0.0085836910,0.1474914114,0.1166478079,0.0044880525,-0.0012794664,0.0390341703,0.0685091456,0.0540471834,NaN,4.060
19821,111.96,6.720,14.810,1.1857505743,0.1268,0.1458,0.1682,0.1387,-0.0043352344,0.00554843274,0.027125,0.0053191489,0.0465123339,0.0490451841,0.0062353905,-0.0018891454,0.0376905817,-0.0713953245,-0.0851300106,NaN,3.150
19822,109.61,6.810,14.170,1.2015814171,0.1247,0.1481,0.1692,0.1412,-0.0032857000,0.00121303042,0.031700,0.0264550265,0.0176163819,0.0095609049,0.0035919287,-0.0021779315,0.0360579909,-0.0051306468,-0.0202749892,NaN,3.300
19823,120.42,6.850,13.560,1.0885355649,0.0792,0.1294,0.1563,0.1183,0.0021103617,0.00055070867,0.031175,0.0092783505,0.2020773817,0.2133800935,0.0095058105,-0.0018631355,0.0346377555,0.1162237994,0.1004430879,NaN,3.050
19824,140.64,6.870,12.640,0.9322147266,0.0794,0.1183,0.1414,0.1095,0.0129526128,0.00299005349,0.019800,-0.0030643514,0.0963587644,0.1093788664,0.0141077958,-0.0013463488,0.0337157110,0.1844365450,0.1698872529,NaN,3.140
19831,152.96,6.910,12.420,0.7800677858,0.0835,0.1173,0.1361,0.1083,0.0191784124,0.00599354240,0.019850,0.0030737705,0.0072219906,0.0404352633,0.0067643201,-0.0012148534,0.0329245065,0.0996010007,0.0866359065,NaN,2.930
19832,168.11,6.940,12.590,0.7213820420,0.0879,0.1174,0.1337,0.1119,0.0222939479,0.01582655101,0.020875,0.0163432074,-0.0010703089,0.0159296074,0.0039075131,-0.0008278121,0.0331197115,0.1091445493,0.0974495073,NaN,3.470
19833,166.07,7.000,13.300,0.7148475830,0.0900,0.1237,0.1355,0.1157,0.0350494060,0.02317839291,0.021975,0.0120603015,0.0014445914,-0.0030248264,0.0047191630,-0.0018284324,0.0342361146,-0.0019883998,-0.0125563620,NaN,3.760
19834,164.93,7.090,14.030,0.7003591178,0.0900,0.1257,0.1375,0.1197,0.0293452572,0.02705689697,0.022500,0.0059582920,-0.0010702248,0.0083260071,0.0024797730,-0.0016937271,0.0359738743,0.0046164909,-0.0063071387,NaN,3.870
19841,159.18,7.180,15.260,0.7624754269,0.0952,0.1257,0.1399,0.1253,0.0219287367,0.02410493634,0.022500,0.0128331688,-0.0095305046,-0.0143837866,0.0041686701,-0.0020079516,0.0367149212,-0.0211580750,-0.0318408071,NaN,4.160
19842,153.18,7.310,16.200,0.7843518191,0.0987,0.1355,0.1505,0.1374,0.0227004839,0.00130406511,0.023800,0.0107212476,-0.0474815730,-0.0364468335,0.0036443411,-0.0018792426,0.0379811856,-0.0248446750,-0.0369393601,NaN,4.410
19843,166.10,7.380,16.560,0.7360509153,0.1037,0.1266,0.1435,0.1235,0.0225446858,-0.00949254687,0.024675,0.0125361620,0.1352862036,0.1253595292,0.0049357170,-0.0014075399,0.0386447688,0.0970550749,0.0848747139,NaN,4.120
19844,167.24,7.530,16.640,0.7330983765,0.0806,0.1213,0.1340,0.1170,0.0209680503,-0.02719678659,0.025925,0.0028571429,0.0782858940,0.0934316818,0.0035022432,-0.0011276635,0.0390219005,0.0188460123,0.0067838655,NaN,3.950
19851,180.66,7.660,16.390,0.7236457791,0.0852,0.1256,0.1369,0.1181,0.0315460458,-0.02481576933,0.020150,0.0104463438,0.0155543582,0.0117801307,0.0031834025,-0.0018750597,0.0389134072,0.0914283219,0.0799716503,NaN,3.910
19852,191.85,7.740,15.610,0.6864301439,0.0695,0.1094,0.1240,0.1055,0.0336980720,-0.02660751390,0.021300,0.0112781955,0.1318150701,0.1232736258,0.0020352608,-0.0021959653,0.0389291653,0.0758132911,0.0647120945,NaN,3.630
19853,182.08,7.840,15.230,0.6899588298,0.0710,0.1107,0.1248,0.1082,0.0375305214,-0.03129435418,0.017375,0.0065055762,0.0053181890,0.0207818563,0.0022141683,-0.0021212744,0.0379575596,-0.0426955870,-0.0526239189,NaN,3.740
19854,211.28,7.900,14.610,0.5926926882,0.0710,0.1016,0.1158,0.0956,0.0348689973,-0.01946508154,0.017750,0.0092336103,0.1334266961,0.1213527014,0.0030849079,-0.0017213560,0.0381501608,0.1741512628,0.1623440845,NaN,3.330
19861,238.90,8.020,14.520,0.5196276277,0.0656,0.0900,0.1050,0.0766,0.0317169654,-0.01641962210,0.017750,-0.0045745654,0.1973157088,0.1076873830,0.0043831830,-0.0019183155,0.0372819511,0.1419785224,0.1320345497,NaN,3.820
19862,250.84,8.100,14.710,0.4992814574,0.0621,0.0913,0.1034,0.0790,0.0259522670,-0.01229323734,0.016400,0.0064338235,-0.0003572848,0.0066505480,0.0054253953,-0.0025621870,0.0360828850,0.0576327834,0.0487608496,NaN,3.820
19863,231.32,8.230,14.850,0.5346292671,0.0521,0.0889,0.1020,0.0827,0.0231745636,-0.00513866042,0.015525,0.0063926941,-0.0133669740,0.0189354382,0.0078837919,-0.0023794300,0.0352773944,-0.0716973886,-0.0796869606,NaN,3.880
19864,242.17,8.280,14.480,0.4984308658,0.0553,0.0849,0.0997,0.0789,0.0223138849,-0.01137599929,0.013025,0.0027223230,0.0544701611,0.0548392623,0.0039837927,-0.0022403247,0.0352562763,0.0530288005,0.0421663212,NaN,2.960
19871,291.70,8.340,15.100,0.4280402137,0.0559,0.0836,0.0961,0.0795,0.0257774150,-0.00221743019,0.013825,0.0144796380,0.0135084776,0.0185858101,0.0058615693,-0.0020372883,0.0340730427,0.2137538574,0.2046712258,NaN,4.440
19872,304.00,8.520,14.420,0.4078923974,0.0567,0.0932,0.1052,0.0877,0.0283819811,0.00520246155,0.013975,0.0124888492,-0.0480649228,-0.0404936139,0.0077535614,-0.0017502493,0.0344473538,0.0501404592,0.0414187065,NaN,3.140
19873,321.83,8.660,15.860,0.3799667216,0.0640,0.1018,0.1131,0.0992,0.0278623655,0.00635033192,0.014175,0.0132158590,-0.0696514675,-0.0606958364,0.0051291193,-0.0028272050,0.0350732438,0.0669659083,0.0588948002,NaN,5.320
19874,247.08,8.810,17.500,0.5088120155,0.0577,0.1011,0.1129,0.0920,0.0237563221,0.01327475603,0.016000,0.0034782609,0.0838233134,0.0863870255,0.0845827805,-0.0027006902,0.0346797574,-0.2267772341,-0.2348853464,NaN,4.600
19881,258.89,8.950,18.590,0.5075299538,0.0570,0.0939,0.1057,0.0901,0.0267458133,0.00608003015,0.014425,0.0095320624,0.0392314280,0.0461686470,0.0127840530,-0.0025722006,0.0346217978,0.0584928873,0.0471785672,2.243,5.530
19882,273.50,9.230,21.670,0.4711188723,0.0646,0.0986,0.1100,0.0917,0.0269107273,-0.00539792139,0.014250,0.0128755365,0.0098050458,0.0166074088,0.0083766419,-0.0026466970,0.0350592229,0.0671756120,0.0572746908,2.504,6.220
19883,271.91,9.460,22.730,0.4775404537,0.0724,0.0982,0.1090,0.0917,0.0344833812,-0.01000151367,0.016150,0.0152542373,0.0228115983,0.0266522860,0.0044936778,-0.0026083753,0.0349275177,0.0043649864,-0.0061014267,2.461,6.380
19884,277.72,9.750,23.750,0.4652835740,0.0807,0.0957,0.1065,0.0918,0.0344827210,-0.02140574745,0.018100,0.0058430718,0.0217128795,0.0138773907,0.0036076499,-0.0022913172,0.0350657640,0.0309283983,0.0183278273,2.542,5.620
19891,294.87,10.011,24.960,0.4686914136,0.0882,0.0980,0.1067,0.0929,0.0334840562,-0.02310213385,0.020175,0.0149377593,0.0142614769,0.0134844723,0.0034271039,-0.0023804474,0.0352724574,0.0695475414,0.0596387961,2.504,6.740
19892,317.98,10.368,25.220,0.4405629370,0.0815,0.0910,0.1003,0.0821,0.0375628310,-0.02394807052,0.022050,0.0147179068,0.1147526575,0.1018775572,0.0034581696,-0.0026943259,0.0353857411,0.0887069205,0.0784872448,2.861,6.480
19893,349.15,10.734,23.690,0.3992097504,0.0775,0.0901,0.0991,0.0847,0.0367397253,-0.02574709859,0.020375,0.0072522160,-0.0008215812,0.0052146994,0.0029494681,-0.0027566186,0.0359123778,0.1072426001,0.0977672193,2.827,4.850
19894,353.40,11.055,22.870,0.3904547436,0.0763,0.0886,0.0982,0.0816,0.0375429713,-0.01233353652,0.019375,0.0088000000,0.0453680226,0.0354140759,0.0074041424,-0.0029288342,0.0351660102,0.0189303325,0.0103448894,2.863,4.800
19901,339.94,11.318,21.670,0.4713339564,0.0790,0.0937,0.1021,0.0889,0.0347760838,-0.01029144020,0.019075,0.0206185567,-0.0409527073,-0.0213547752,0.0049328706,-0.0023641623,0.0352588003,-0.0300646405,-0.0381717400,2.767,5.540
19902,358.02,11.663,21.260,0.4429494323,0.0773,0.0926,0.1022,0.0864,0.0350604781,-0.00050727454,0.019750,0.0093240093,0.0439323191,0.0406678064,0.0036790496,-0.0025342714,0.0344462842,0.0632974998,0.0539634073,3.206,6.070
19903,306.05,11.834,21.740,0.5202896660,0.0736,0.0956,0.1064,0.0914,0.0431135528,0.00137287686,0.019325,0.0215550423,-0.0203186155,-0.0103734503,0.0091110176,-0.0032591891,0.0343656693,-0.1391657832,-0.1468387847,2.998,5.330
19904,330.22,12.086,21.340,0.4844968599,0.0674,0.0905,0.1043,0.0844,0.0434000083,-0.00184590751,0.018400,0.0082893745,0.0824342524,0.0594788725,0.0077272519,-0.0023382328,0.0335112209,0.0904184742,0.0797080977,3.115,4.400
19911,375.22,12.110,20.940,0.4571255997,0.0591,0.0893,0.1009,0.0844,0.0390190174,0.00325139584,0.016850,0.0089686099,0.0198999482,0.0383761402,0.0069999508,-0.0024701057,0.0325626284,0.1470577769,0.1381759323,2.791,5.140
19912,371.16,12.147,19.410,0.4582437430,0.0557,0.0901,0.0996,0.0860,0.0390790658,0.01424748935,0.014775,0.0074074074,0.0076118000,0.0159218631,0.0048378339,-0.0023828567,0.0321554444,-0.0021160966,-0.0103682391,3.243,4.540
19913,387.86,12.275,17.820,0.4415318370,0.0522,0.0861,0.0951,0.0790,0.0367169578,0.02328904397,0.013925,0.0088235294,0.0820558841,0.0729695157,0.0036176635,-0.0017709068,0.0316518543,0.0534553365,0.0452915782,3.126,3.740
19914,417.09,12.203,15.970,0.4203444173,0.0407,0.0831,0.0926,0.0730,0.0278052478,0.03181238443,0.013050,0.0051020408,0.0725370127,0.0591972073,0.0052242317,-0.0012532164,0.0314246619,0.0836774897,0.0752449559,3.043,2.550
19921,403.69,12.324,16.190,0.4021060342,0.0404,0.0835,0.0925,0.0797,0.0261643905,0.04190053802,0.010175,0.0101522843,-0.0366070667,-0.0151086576,0.0022554282,-0.0012508721,0.0311019390,-0.0250776972,-0.0320431470,2.912,5.360
19922,408.14,12.320,17.050,0.3920423538,0.0366,0.0822,0.0905,0.0765,0.0223557431,0.04307655960,0.010100,0.0064608758,0.0464576576,0.0430624740,0.0031039916,-0.0012735065,0.0319130109,0.0180677281,0.0102324608,3.239,5.400
19923,417.80,12.395,18.040,0.3976569721,0.0291,0.0792,0.0862,0.0710,0.0254703307,0.04113778230,0.009150,0.0078459344,0.0661318432,0.0503739643,0.0021392516,-0.0010761546,0.0321787566,0.0310260888,0.0233388522,3.201,4.730
19924,435.71,12.385,19.090,0.3941096142,0.0322,0.0798,0.0881,0.0726,0.0286573566,0.03882868781,0.007275,0.0042462845,0.0053172329,0.0137915458,0.0019237918,-0.0011115236,0.0327864780,0.0526505788,0.0452014199,3.033,3.600
19931,451.67,12.479,19.840,0.3336135264,0.0295,0.0758,0.0815,0.0702,0.0327944139,0.03710641449,0.008050,0.0119802678,0.0666264215,0.0538681000,0.0025004722,-0.0016690258,0.0328562896,0.0425517559,0.0352692268,3.006,6.110
19932,450.53,12.523,19.330,0.3259312476,0.0307,0.0733,0.0807,0.0668,0.0311817113,0.04115402141,0.007375,0.0055710306,0.0573696694,0.0367216647,0.0023959445,-0.0017479702,0.0332408828,0.0045659549,-0.0027214877,3.283,4.890
19933,458.93,12.519,20.410,0.3223518215,0.0295,0.0666,0.0734,0.0627,0.0356595042,0.04184071090,0.007675,0.0048476454,0.0638606045,0.0434546441,0.0013612060,-0.0011537305,0.0332348524,0.0248364052,0.0177312745,3.197,5.810
19934,466.45,12.577,21.890,0.3052672229,0.0306,0.0693,0.0769,0.0654,0.0346006217,0.04572686991,0.007375,0.0048242591,-0.0145817373,-0.0071883124,0.0011602608,-0.0010124970,0.0341523747,0.0238427296,0.0169650476,3.091,5.080
19941,445.77,12.707,22.710,0.3074838051,0.0350,0.0748,0.0813,0.0725,0.0404851722,0.04190508777,0.007650,0.0096021948,-0.0591484683,-0.0469338733,0.0023416673,-0.0010998390,0.0342008215,-0.0383288907,-0.0448972933,3.136,6.930
19942,444.27,12.835,25.200,0.3084170767,0.0414,0.0797,0.0865,0.0774,0.0377642344,0.03399556395,0.008750,0.0054347826,-0.0328462300,-0.0238115571,0.0029213036,-0.0009657219,0.0344166484,0.0038466384,-0.0035884565,3.411,7.380
19943,462.71,12.923,27.330,0.2909046586,0.0462,0.0834,0.0898,0.0800,0.0432467247,0.02900329484,0.010350,0.0094594595,-0.0066187168,0.0004700484,0.0016895631,-0.0008392978,0.0346784134,0.0496621756,0.0424737279,3.285,7.940
19944,459.27,13.170,30.600,0.2915683000,0.0560,0.0846,0.0910,0.0799,0.0398229031,0.01659429260,0.011550,0.0020080321,0.0202492444,0.0124406187,0.0026997501,-0.0005760069,0.0356859659,0.0002900233,-0.0070291419,3.338,8.350
19951,500.71,13.170,32.550,0.3138765419,0.0573,0.0812,0.0870,0.0755,0.0373221602,0.01438859826,0.014000,0.0113560454,0.0664002399,0.0652646185,0.0012460965,-0.0005667705,0.0366135000,0.0975252447,0.0904126674,3.136,8.880
19952,544.75,13.361,34.430,0.2864296179,0.0547,0.0730,0.0790,0.0670,0.0433308345,0.00827491906,0.014325,0.0072655218,0.1124866679,0.0902497136,0.0019651268,-0.0002677257,0.0365397032,0.0962290740,0.0890350060,3.602,9.260
19953,584.41,13.575,35.180,0.2724949976,0.0528,0.0732,0.0793,0.0663,0.0430949494,0.00637935304,0.013675,0.0045901639,0.0240155816,0.0265534431,0.0013614111,-0.0001402155,0.0363531121,0.0806772297,0.0741809299,3.499,8.690
19954,615.93,13.788,33.960,0.2550263829,0.0514,0.0682,0.0749,0.0603,0.0451360143,0.01552651733,0.013200,0.0019582245,0.0837289320,0.0669314676,0.0018545165,-0.0001466042,0.0366419562,0.0589439759,0.0526553707,3.551,7.130
19961,645.50,14.104,34.040,0.2392996154,0.0496,0.0735,0.0803,0.0684,0.0441370099,0.01689191308,0.012850,0.0143322476,-0.0693105857,-0.0484848411,0.0043933022,0.0000305558,0.0371382761,0.0553198848,0.0495460248,3.452,8.960
