Date,CAPE
1989.02,15.46706046
1989.03,15.29896911
1989.04,15.68674266
1989.05,16.18635354
1989.06,16.64190424
1989.07,17.01340765
1989.08,17.73425144
1989.09,17.71422068
1989.1,17.64085385
1989.11,17.24236927
1989.12,17.6502129
1990.01,17.04884361
1990.02,16.50809352
1990.03,16.83374823
1990.04,16.8139139
1990.05,17.39241359
1990.06,17.81708282
1990.07,17.74717159
1990.08,16.16833476
1990.09,15.30128544
1990.1,14.81814797
1990.11,15.1876076
1990.12,15.84631497
1991.01,15.60619012
1991.02,17.35466475
1991.03,17.81862008
1991.04,18.1553459
1991.05,18.03543091
1991.06,18.01522704
1991.07,18.10345235
1991.08,18.51225846
1991.09,18.35728259
1991.1,18.34918799
1991.11,18.28886817
1991.12,18.44165231
1992.01,19.77306821
1992.02,19.58298297
1992.03,19.28356186
1992.04,19.30122951
1992.05,19.6622798
1992.06,19.31536597
1992.07,19.62074069
1992.08,19.7221375
1992.09,19.70876642
1992.1,19.37027108
1992.11,19.83365604
1992.12,20.44860672
1993.01,20.3234108
1993.02,20.54533679
1993.03,20.85520015
1993.04,20.45736202
1993.05,20.51760563
1993.06,20.60835701
1993.07,20.56459641
1993.08,20.81222755
1993.09,20.99350101
1993.1,21.10917825
1993.11,21.03790119
1993.12,21.16473208
1994.01,21.41197491
1994.02,21.26384019
1994.03,20.83337589
1994.04,20.05525009
1994.05,20.19649242
1994.06,20.29076369
1994.07,20.06795182
1994.08,20.5355494
1994.09,20.5764501
1994.1,20.39575928
1994.11,20.20947302
1994.12,19.91148411
1995.01,20.21911942
1995.02,20.80257176
1995.03,21.1527373
1995.04,21.64273926
1995.05,22.1954267
1995.06,22.71835676
1995.07,23.37641269
1995.08,23.28407026
1995.09,23.94600708
1995.1,23.92676276
1995.11,24.34758688
1995.12,25.02738066
1996.01,24.76246519
1996.02,25.97606555
1996.03,25.6299304
1996.04,25.42420385
1996.05,25.81404383
1996.06,25.96667356
1996.07,24.85841133
1996.08,25.41252912
1996.09,25.68011551
1996.1,26.48346772
1996.11,27.58561205
1996.12,27.72394616
1997.01,28.33287013
1997.02,29.26563488
1997.03,28.80245859
1997.04,27.58516034
1997.05,29.92836222
1997.06,31.25656062
1997.07,32.76663769
1997.08,32.58628349
1997.09,32.66658134
1997.1,32.90149818
1997.11,32.33660053
1997.12,33.03078904
1998.01,32.85996842
1998.02,34.70967778
1998.03,36.29692774
1998.04,37.27693404
1998.05,36.95659852
1998.06,36.80229346
1998.07,38.25964509
1998.08,35.42340102
1998.09,33.53235698
1998.1,33.77310288
1998.11,37.36939188
1998.12,38.82027478
1999.01,40.57695768
1999.02,40.40015923
1999.03,41.35610363
1999.04,42.70450952
1999.05,42.55667671
1999.06,42.18067591
1999.07,43.82803599
1999.08,41.93071216
1999.09,41.32345133
1999.1,40.5528544
1999.11,43.20829071
1999.12,44.19793976
2000.01,43.77257815
2000.02,42.18563589
2000.03,43.22074844
2000.04,43.52857429
2000.05,41.9660505
2000.06,42.78197157
2000.07,42.75809362
2000.08,42.86956549
2000.09,41.89800792
2000.1,39.36969904
2000.11,38.78214246
2000.12,37.274238
2001.01,36.978868
2001.02,35.83466265
2001.03,32.32583724
2001.04,32.17390117
2001.05,34.07464322
2001.06,33.06853441
2001.07,32.16303869
2001.08,31.40431876
2001.09,27.66739259
2001.1,28.57737311
2001.11,30.00510381
2001.12,30.49995326
2002.01,30.27720443
2002.02,29.08570415
2002.03,30.29213064
2002.04,29.00588325
2002.05,28.12810751
2002.06,26.38767254
2002.07,23.46312047
2002.08,23.58871353
2002.09,22.3650368
2002.1,21.95623386
2002.11,23.3483965
2002.12,23.10144254
2003.01,22.89834858
2003.02,21.21410212
2003.03,21.30971903
2003.04,22.42793958
2003.05,23.59108045
2003.06,24.83222326
2003.07,24.8673291
2003.08,24.64225141
2003.09,25.24368675
2003.1,25.68275607
2003.11,25.94679822
2003.12,26.63517051
2004.01,27.65854036
2004.02,27.65086204
2004.03,26.88653038
2004.04,26.90057751
2004.05,25.90281429
2004.06,26.40128537
2004.07,25.69588865
2004.08,25.17446223
2004.09,25.66840678
2004.1,25.41165567
2004.11,26.46531081
2004.12,27.14480869
2005.01,26.5872507
2005.02,26.74486313
2005.03,26.33914213
2005.04,25.40892257
2005.05,25.65023019
2005.06,26.06839487
2005.07,26.28787109
2005.08,26.10438141
2005.09,25.73012299
2005.1,24.87653872
2005.11,25.93178331
2005.12,26.44380311
2006.01,26.46870263
2006.02,26.24962476
2006.03,26.32783778
2006.04,26.14728094
2006.05,25.65064071
2006.06,24.74958224
2006.07,24.69678677
2006.08,25.05139356
2006.09,25.64415644
2006.1,26.53804028
2006.11,26.92802027
2006.12,27.28268979
2007.01,27.20753666
2007.02,27.31518141
2007.03,26.22760555
2007.04,26.97626831
2007.05,27.54849045
2007.06,27.41826274
2007.07,27.41008817
2007.08,26.14860719
2007.09,26.72574305
2007.1,27.32064813
2007.11,25.72905358
2007.12,25.95551011
2008.01,24.02231776
2008.02,23.4952634
2008.03,22.60681084
2008.04,23.35604064
2008.05,23.69643212
2008.06,22.4168128
2008.07,20.90720646
2008.08,21.40161736
2008.09,20.36273395
2008.1,16.38735655
2008.11,15.25965941
2008.12,15.37608075
2009.01,15.17465194
2009.02,14.1221818
2009.03,13.32366766
2009.04,14.98186645
2009.05,15.99635576
2009.06,16.38418282
2009.07,16.69462082
2009.08,18.0940698
2009.09,18.83190226
2009.1,19.35800844
2009.11,19.81276108
2009.12,20.3223765
2010.01,20.5278598
2010.02,19.92053931
2010.03,21.00460121
2010.04,21.8048456
2010.05,20.48006864
2010.06,19.74203985
2010.07,19.66866047
2010.08,19.77029917
2010.09,20.38139523
2010.1,21.24012765
2010.11,21.70072383
2010.12,22.39637977
2011.01,22.97829943
2011.02,23.4898287
2011.03,22.89933643
2011.04,23.14392945
2011.05,23.05949151
2011.06,22.10083129
2011.07,22.6109817
2011.08,20.04985272
2011.09,19.69811457
2011.1,20.15582479
2011.11,20.3452468
2011.12,20.5235755
2012.01,21.21300809
2012.02,21.79743596
2012.03,22.05394397
2012.04,21.77924691
2012.05,20.94146742
2012.06,20.54750409
2012.07,20.99934129
2012.08,21.41042845
2012.09,21.7836903
2012.1,21.57710965
2012.11,20.89816206
2012.12,21.23826114
2013.01,21.90047541
2013.02,22.05272434
2013.03,22.41920711
2013.04,22.5956554
2013.05,23.41184178
2013.06,22.92533317
2013.07,23.49246018
2013.08,23.35664909
2013.09,23.44228717
2013.1,23.83473789
2013.11,24.64207709
2013.12,24.8618693
2014.01,24.85960909
2014.02,24.59093088
2014.03,24.95603915
2014.04,24.7863154
2014.05,24.94327411
2014.06,25.55800762
2014.07,25.81754598
2014.08,25.61760642
2014.09,25.91843689
2014.1,25.16274828
2014.11,26.60681715
2014.12,26.79408548
2015.01,26.49229542
2015.02,26.9955137
2015.03,26.72860545
2015.04,26.79137168
2015.05,26.80611138
2015.06,26.49589529
2015.07,26.38113634
2015.08,25.69365842
2015.09,24.49675217
2015.1,25.49144105
2015.11,26.22585189
2015.12,25.96542404
2016.01,24.2061672
2016.02,24.00260678
2016.03,25.37229862
2016.04,25.92233754
2016.05,25.69470992
2016.06,25.84037293
2016.07,26.69400326
2016.08,26.94887243
2016.09,26.72787335
2016.1,26.52514309
2016.11,26.85095353
2016.12,27.86509822
2017.01,28.06357374
2017.02,28.65510653
2017.03,29.08692174
2017.04,28.90424596
2017.05,29.31334498
2017.06,29.74850324
2017.07,30.00222074
2017.08,29.9149594
2017.09,30.16811441
2017.1,30.92039329
2017.11,31.29891333
2017.12,32.08613201
2018.01,33.30734383
2018.02,32.03538234
2018.03,31.80840906
2018.04,30.97017929
2018.05,31.24361507
2018.06,31.6305565
2018.07,31.88636696
2018.08,32.39027688
2018.09,32.62289112
2018.1,31.03796108
2018.11,30.19558341
2018.12,28.29185701
2019.01,28.38016446
2019.02,29.54154897
2019.03,29.57619601
2019.04,30.13351717
2019.05,29.24203094
2019.06,29.28379628
2019.07,29.98668534
2019.08,28.70539737
2019.09,29.22952023
2019.1,28.84112288
2019.11,29.83686766
2019.12,30.33182232
2020.01,30.9852203
2020.02,30.72968926
2020.03,24.81716863
2020.04,25.92735883
2020.05,27.328481
2020.06,28.83831596
2020.07,29.59919493
2020.08,31.15820897
2020.09,30.83942604
2020.1,31.28369403
2020.11,32.4732041
2020.12,33.76559142
2021.01,34.51243229
2021.02,35.10390717
2021.03,35.04254511
2021.04,36.71981411
2021.05,36.55213399
2021.06,36.69625801
2021.07,37.44338318
2021.08,37.97350061
2021.09,37.62034669
2021.1,37.253025
2021.11,38.5826275
2021.12,38.30484987
2022.01,36.93675807
2022.02,35.46252238
2022.03,34.60639985
2022.04,34.3433239
2022.05,32.51222802
